,layerForm,nlayers,dR,dropoutFn,testAccuracy,activationFn,nstart,learningrate,valAccuracy
0,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.4130434453487397
1,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.4121738851070405
2,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,256,0.1,0.9826086759567263
3,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.9623430967330933,3,256,0.01,0.9826086759567263
4,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.4130434453487397
5,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.4417391002178193
6,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.97907954454422,3,512,0.1,0.9826086759567263
7,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.970711350440979,3,512,0.01,0.9826086759567263
8,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.4130434453487397
9,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.4113043129444123
10,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.97907954454422,3,1024,0.1,0.9826086759567263
11,rect,2,0.0,<function dropout at 0x7f73a021aa60>,0.9581589698791504,3,1024,0.01,0.9826086759567263
12,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.4130434453487397
13,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.4417391002178193
14,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.9790794849395752,3,256,0.1,0.9782608449459078
15,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.8786609768867493,3,256,0.01,0.8773913025856017
16,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.4130434453487397
17,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.41826083958148963
18,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,512,0.1,0.9826086759567263
19,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,512,0.01,0.9826086759567263
20,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.4130434453487397
21,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.4130434453487397
22,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.9790794849395752,3,1024,0.1,0.9826086759567263
23,rect,2,0.5,<function dropout at 0x7f73a021aa60>,0.9665271639823914,3,1024,0.01,0.9817391037940981
24,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.3913043141365052
25,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.3913043141365052
26,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,256,0.1,0.9826086759567263
27,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.9665272235870361,3,256,0.01,0.9826086759567263
28,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.3913043141365052
29,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.4130434453487397
30,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,512,0.1,0.9826086759567263
31,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.9707112908363342,3,512,0.01,0.9826086759567263
32,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.3913043141365052
33,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.4130434453487397
34,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,1024,0.1,0.9826086759567263
35,rect,3,0.0,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,1024,0.01,0.9826086759567263
36,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.3913043141365052
37,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.4130434453487397
38,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,256,0.1,0.9826086759567263
39,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.8075312972068787,3,256,0.01,0.769565200805664
40,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.3913043141365052
41,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.3913043141365052
42,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.97907954454422,3,512,0.1,0.9808695435523989
43,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.9330543875694275,3,512,0.01,0.9391304016113283
44,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.3913043141365052
45,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.3913043141365052
46,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.9874477386474609,3,1024,0.1,0.9817391097545626
47,rect,3,0.5,<function dropout at 0x7f73a021aa60>,0.9748953580856323,3,1024,0.01,0.98086953163147
48,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.3913043141365052
49,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.4130434453487397
50,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,256,0.1,0.9826086759567263
51,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.9707112908363342,3,256,0.01,0.9826086759567263
52,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.3913043141365052
53,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.3913043141365052
54,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,512,0.1,0.9826086759567263
55,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.97907954454422,3,512,0.01,0.9826086759567263
56,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.3913043141365052
57,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.3913043141365052
58,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.97907954454422,3,1024,0.1,0.9826086759567263
59,rect,4,0.0,<function dropout at 0x7f73a021aa60>,0.97907954454422,3,1024,0.01,0.9826086759567263
60,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.3913043141365052
61,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.3913043141365052
62,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.97907954454422,3,256,0.1,0.9826086759567263
63,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.6987447738647461,3,256,0.01,0.684347814321518
64,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.3913043141365052
65,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.39304344654083256
66,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.97907954454422,3,512,0.1,0.9808695435523989
67,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.7949790358543396,3,512,0.01,0.7495651960372925
68,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.3913043141365052
69,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.3913043141365052
70,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.970711350440979,3,1024,0.1,0.9826086759567263
71,rect,4,0.5,<function dropout at 0x7f73a021aa60>,0.9707112908363342,3,1024,0.01,0.9826086759567263
72,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.3913043141365052
73,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.3913043141365052
74,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.9958159327507019,3,256,0.1,0.9826086759567263
75,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,256,0.01,0.9826086759567263
76,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.3913043141365052
77,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.3913043141365052
78,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,0.1,0.3913043141365052
79,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.9832636117935181,3,512,0.01,0.9826086759567263
80,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.3913043141365052
81,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.3913043141365052
82,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,0.1,0.4147825717926026
83,rect,8,0.0,<function dropout at 0x7f73a021aa60>,0.9832636117935181,3,1024,0.01,0.9869565069675448
84,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.3913043141365052
85,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.3913043141365052
86,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.73221755027771,3,256,0.1,0.6791303932666779
87,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.6945605874061584,3,256,0.01,0.6356521546840669
88,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.3913043141365052
89,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.3913043141365052
90,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,0.1,0.3913043141365052
91,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.6108786463737488,3,512,0.01,0.6678260564804077
92,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.3913043141365052
93,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.3913043141365052
94,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,0.1,0.3913043141365052
95,rect,8,0.5,<function dropout at 0x7f73a021aa60>,0.6276149749755859,3,1024,0.01,0.668695628643036
96,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.3913043141365052
97,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.3913043141365052
98,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,0.1,0.3913043141365052
99,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.9748954176902771,3,256,0.01,0.9826086759567263
100,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.3913043141365052
101,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.3913043141365052
102,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,0.1,0.4130434453487397
103,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.9874477386474609,3,512,0.01,0.9826086759567263
104,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.3913043141365052
105,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.3913043141365052
106,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,0.1,0.3913043141365052
107,rect,16,0.0,<function dropout at 0x7f73a021aa60>,0.9916318655014038,3,1024,0.01,0.9826086759567263
108,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.3913043141365052
109,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.3913043141365052
110,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,0.1,0.3913043141365052
111,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.36401674151420593,3,256,0.01,0.41739129424095156
112,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.3913043141365052
113,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.3913043141365052
114,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,0.1,0.3913043141365052
115,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.6359832286834717,3,512,0.01,0.6347825825214387
116,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.3913043141365052
117,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.3913043141365052
118,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,0.1,0.3913043141365052
119,rect,16,0.5,<function dropout at 0x7f73a021aa60>,0.6527196168899536,3,1024,0.01,0.6191304087638856
120,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.3913043141365052
121,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.3913043141365052
122,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,0.1,0.3913043141365052
123,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.9748953580856323,3,256,0.01,0.9652173519134521
124,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.3913043141365052
125,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.3913043141365052
126,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,0.1,0.3913043141365052
127,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.9707112908363342,3,512,0.01,0.9913043379783629
128,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.3913043141365052
129,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.3913043141365052
130,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,0.1,0.3913043141365052
131,rect,32,0.0,<function dropout at 0x7f73a021aa60>,0.9874477386474609,3,1024,0.01,0.9913043379783629
132,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,10.0,0.3913043141365052
133,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,1.0,0.3913043141365052
134,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,0.1,0.3913043141365052
135,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,256,0.01,0.3913043141365052
136,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,10.0,0.3913043141365052
137,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,1.0,0.3913043141365052
138,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,0.1,0.3913043141365052
139,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,512,0.01,0.3913043141365052
140,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,10.0,0.3913043141365052
141,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,1.0,0.3913043141365052
142,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,0.1,0.3913043141365052
143,rect,32,0.5,<function dropout at 0x7f73a021aa60>,0.3472803235054016,3,1024,0.01,0.3913043141365052
